latitude,longitude,country code
43.0,2.0,AD
43.0,1.0,AD
42.0,2.0,AD
42.0,1.0,AD
23.0,53.0,AE
23.0,55.0,AE
21.0,51.0,AE
24.0,51.0,AE
24.0,52.0,AE
23.0,54.0,AE
22.0,54.0,AE
24.0,56.0,AE
26.0,56.0,AE
25.0,56.0,AE
24.0,55.0,AE
25.0,54.0,AE
25.0,55.0,AE
25.0,53.0,AE
24.0,54.0,AE
24.0,53.0,AE
25.0,52.0,AE
26.0,55.0,AE
26.0,54.0,AE
26.0,53.0,AE
23.0,52.0,AE
44.0,59.0,AF
32.0,69.0,AF
33.0,70.0,AF
34.0,71.0,AF
36.0,61.0,AF
31.0,62.0,AF
30.0,61.0,AF
36.0,71.0,AF
37.0,74.0,AF
31.0,66.0,AF
34.0,70.0,AF
30.0,64.0,AF
37.0,73.0,AF
32.0,68.0,AF
30.0,65.0,AF
35.0,72.0,AF
30.0,66.0,AF
35.0,71.0,AF
36.0,72.0,AF
31.0,67.0,AF
29.0,64.0,AF
34.0,68.0,AF
35.0,66.0,AF
32.0,62.0,AF
33.0,69.0,AF
34.0,67.0,AF
34.0,69.0,AF
35.0,61.0,AF
35.0,65.0,AF
36.0,64.0,AF
32.0,65.0,AF
36.0,66.0,AF
32.0,66.0,AF
33.0,61.0,AF
37.0,69.0,AF
33.0,64.0,AF
33.0,68.0,AF
36.0,67.0,AF
33.0,65.0,AF
36.0,70.0,AF
34.0,63.0,AF
33.0,66.0,AF
34.0,62.0,AF
31.0,64.0,AF
36.0,69.0,AF
37.0,70.0,AF
33.0,63.0,AF
32.0,64.0,AF
35.0,67.0,AF
34.0,64.0,AF
37.0,71.0,AF
37.0,67.0,AF
36.0,65.0,AF
31.0,68.0,AF
35.0,70.0,AF
33.0,67.0,AF
35.0,68.0,AF
38.0,71.0,AF
34.0,61.0,AF
34.0,65.0,AF
35.0,62.0,AF
36.0,68.0,AF
33.0,62.0,AF
30.0,63.0,AF
32.0,61.0,AF
32.0,63.0,AF
35.0,64.0,AF
32.0,67.0,AF
30.0,62.0,AF
34.0,66.0,AF
35.0,63.0,AF
35.0,69.0,AF
37.0,68.0,AF
31.0,63.0,AF
31.0,65.0,AF
37.0,72.0,AF
38.0,70.0,AF
37.0,65.0,AF
37.0,66.0,AF
36.0,63.0,AF
37.0,75.0,AF
38.0,72.0,AF
29.0,63.0,AF
29.0,65.0,AF
30.0,67.0,AF
31.0,61.0,AF
38.0,66.0,AF
38.0,62.0,AF
28.0,63.0,AF
38.0,74.0,AF
38.0,67.0,AF
38.0,69.0,AF
29.0,62.0,AF
34.0,36.0,AF
17.0,-62.0,AG
18.0,-62.0,AG
21.0,-72.0,AG
18.0,-63.0,AI
19.0,-63.0,AI
18.0,-64.0,AI
40.0,20.0,AL
41.0,21.0,AL
40.0,21.0,AL
41.0,20.0,AL
42.0,20.0,AL
43.0,20.0,AL
42.0,21.0,AL
41.0,19.0,AL
42.0,19.0,AL
40.0,19.0,AL
39.0,46.0,AM
40.0,46.0,AM
40.0,45.0,AM
40.0,44.0,AM
39.0,47.0,AM
40.0,47.0,AM
39.0,45.0,AM
41.0,43.0,AM
41.0,44.0,AM
41.0,45.0,AM
41.0,46.0,AM
39.0,44.0,AM
37.0,45.0,AM
38.0,45.0,AM
40.0,48.0,AM
40.0,43.0,AM
39.0,36.0,AM
35.0,48.0,AM
19.0,-69.0,AN
12.0,-69.0,AN
-8.0,21.0,AO
-9.0,21.0,AO
-8.0,20.0,AO
-8.0,22.0,AO
-9.0,20.0,AO
-9.0,22.0,AO
-7.0,21.0,AO
-10.0,21.0,AO
-10.0,20.0,AO
-7.0,20.0,AO
-7.0,22.0,AO
-10.0,22.0,AO
-6.0,21.0,AO
-16.0,20.0,AO
-13.0,22.0,AO
-11.0,21.0,AO
-18.0,20.0,AO
-13.0,21.0,AO
-15.0,20.0,AO
-15.0,21.0,AO
-12.0,24.0,AO
-17.0,22.0,AO
-13.0,24.0,AO
-12.0,21.0,AO
-18.0,21.0,AO
-13.0,20.0,AO
-14.0,22.0,AO
-17.0,20.0,AO
-14.0,21.0,AO
-15.0,22.0,AO
-17.0,23.0,AO
-12.0,23.0,AO
-17.0,21.0,AO
-16.0,21.0,AO
-11.0,24.0,AO
-14.0,20.0,AO
-13.0,23.0,AO
-12.0,22.0,AO
-12.0,20.0,AO
-16.0,22.0,AO
-11.0,22.0,AO
-11.0,20.0,AO
-11.0,23.0,AO
-18.0,22.0,AO
-18.0,23.0,AO
-14.0,23.0,AO
-16.0,19.0,AO
-6.0,16.0,AO
-7.0,15.0,AO
-9.0,14.0,AO
-6.0,15.0,AO
-8.0,14.0,AO
-10.0,17.0,AO
-8.0,15.0,AO
-10.0,15.0,AO
-10.0,16.0,AO
-8.0,16.0,AO
-7.0,14.0,AO
-7.0,16.0,AO
-9.0,16.0,AO
-10.0,14.0,AO
-6.0,17.0,AO
-6.0,13.0,AO
-9.0,17.0,AO
-6.0,14.0,AO
-8.0,13.0,AO
-8.0,18.0,AO
-9.0,15.0,AO
-5.0,12.0,AO
-5.0,13.0,AO
-9.0,18.0,AO
-10.0,19.0,AO
-8.0,19.0,AO
-10.0,18.0,AO
-9.0,19.0,AO
-7.0,13.0,AO
-9.0,13.0,AO
-6.0,12.0,AO
-8.0,17.0,AO
-7.0,17.0,AO
-10.0,13.0,AO
-4.0,13.0,AO
-5.0,10.0,AO
-5.0,14.0,AO
-3.0,17.0,AO
-7.0,12.0,AO
-4.0,17.0,AO
-6.0,20.0,AO
-5.0,19.0,AO
-5.0,15.0,AO
-11.0,15.0,AO
-12.0,15.0,AO
-11.0,17.0,AO
-13.0,18.0,AO
-17.0,12.0,AO
-17.0,18.0,AO
-11.0,14.0,AO
-12.0,14.0,AO
-14.0,19.0,AO
-13.0,16.0,AO
-15.0,13.0,AO
-13.0,14.0,AO
-15.0,12.0,AO
-17.0,19.0,AO
-11.0,19.0,AO
-17.0,15.0,AO
-12.0,16.0,AO
-13.0,15.0,AO
-14.0,14.0,AO
-13.0,19.0,AO
-15.0,17.0,AO
-13.0,17.0,AO
-16.0,14.0,AO
-16.0,13.0,AO
-14.0,16.0,AO
-15.0,18.0,AO
-12.0,18.0,AO
-15.0,16.0,AO
-15.0,15.0,AO
-15.0,19.0,AO
-15.0,14.0,AO
-16.0,18.0,AO
-13.0,13.0,AO
-17.0,14.0,AO
-12.0,17.0,AO
-16.0,15.0,AO
-11.0,16.0,AO
-14.0,12.0,AO
-14.0,18.0,AO
-14.0,17.0,AO
-14.0,15.0,AO
-16.0,12.0,AO
-14.0,13.0,AO
-17.0,13.0,AO
-17.0,16.0,AO
-11.0,18.0,AO
-12.0,19.0,AO
-16.0,17.0,AO
-16.0,16.0,AO
-17.0,17.0,AO
-18.0,19.0,AO
-23.0,15.0,AO
-18.0,17.0,AO
-32.0,18.0,AO
-12.0,13.0,AO
17.0,-12.0,AO
-73.0,-45.0,AQ
-75.0,-175.0,AQ
-66.0,94.0,AQ
-71.0,-85.0,AQ
-72.0,-112.0,AQ
-70.0,-70.0,AQ
-71.0,176.0,AQ
-78.0,-169.0,AQ
-71.0,-14.0,AQ
-65.0,-20.0,AQ
-68.0,164.0,AQ
-66.0,110.0,AQ
-67.0,167.0,AQ
-65.0,95.0,AQ
-69.0,159.0,AQ
-77.0,-152.0,AQ
-61.0,-60.0,AQ
-63.0,-20.0,AQ
-77.0,-158.0,AQ
-73.0,178.0,AQ
-68.0,-180.0,AQ
-77.0,-155.0,AQ
-75.0,-163.0,AQ
-77.0,176.0,AQ
-78.0,-160.0,AQ
-62.0,-50.0,AQ
-66.0,128.0,AQ
-74.0,180.0,AQ
-62.0,-157.0,AQ
-70.0,165.0,AQ
-76.0,165.0,AQ
-67.0,146.0,AQ
-74.0,174.0,AQ
-66.0,3.0,AQ
-70.0,-118.0,AQ
-78.0,-162.0,AQ
-62.0,-28.0,AQ
-66.0,130.0,AQ
-71.0,-178.0,AQ
-72.0,-179.0,AQ
-62.0,163.0,AQ
-62.0,-66.0,AQ
-66.0,34.0,AQ
-68.0,33.0,AQ
-78.0,180.0,AQ
-76.0,169.0,AQ
-67.0,70.0,AQ
-68.0,78.0,AQ
-62.0,-40.0,AQ
-67.0,80.0,AQ
-75.0,166.0,AQ
-65.0,133.0,AQ
-65.0,-90.0,AQ
-75.0,169.0,AQ
-77.0,-160.0,AQ
-66.0,-86.0,AQ
-76.0,-157.0,AQ
-64.0,101.0,AQ
-65.0,-69.0,AQ
-62.0,-54.0,AQ
-72.0,172.0,AQ
-70.0,170.0,AQ
-75.0,-48.0,AQ
-64.0,-90.0,AQ
-73.0,-48.0,AQ
-66.0,158.0,AQ
-61.0,162.0,AQ
-62.0,156.0,AQ
-67.0,170.0,AQ
-68.0,12.0,AQ
-65.0,-125.0,AQ
-68.0,74.0,AQ
-66.0,136.0,AQ
-70.0,172.0,AQ
-64.0,162.0,AQ
-64.0,-170.0,AQ
-61.0,-29.0,AQ
-60.0,-51.0,AQ
-66.0,-90.0,AQ
-67.0,-97.0,AQ
-65.0,-93.0,AQ
-69.0,-97.0,AQ
-62.0,170.0,AQ
-73.0,-32.0,AQ
-77.0,-33.0,AQ
-72.0,-23.0,AQ
-76.0,-30.0,AQ
-75.0,-25.0,AQ
-74.0,-33.0,AQ
-76.0,-26.0,AQ
-77.0,-32.0,AQ
-72.0,-24.0,AQ
-71.0,-15.0,AQ
-77.0,-36.0,AQ
-76.0,-29.0,AQ
-75.0,-29.0,AQ
-76.0,-27.0,AQ
-77.0,-31.0,AQ
-71.0,-25.0,AQ
-72.0,-21.0,AQ
-78.0,-35.0,AQ
-78.0,-34.0,AQ
-62.0,-30.0,AQ
-71.0,177.0,AQ
-63.0,141.0,AQ
-64.0,131.0,AQ
-62.0,-58.0,AQ
-68.0,-1.0,AQ
-62.0,-55.0,AQ
-90.0,0.0,AQ
-78.0,167.0,AQ
-78.0,166.0,AQ
-90.0,139.0,AQ
-64.0,-57.0,AQ
-69.0,-91.0,AQ
-72.0,3.0,AQ
-72.0,5.0,AQ
-77.0,40.0,AQ
-71.0,-70.0,AQ
-79.0,-48.0,AQ
-72.0,-99.0,AQ
-74.0,-121.0,AQ
-79.0,-162.0,AQ
-74.0,-125.0,AQ
-67.0,-68.0,AQ
-73.0,-75.0,AQ
-68.0,-67.0,AQ
-76.0,-67.0,AQ
-64.0,-58.0,AQ
-78.0,168.0,AQ
-65.0,-64.0,AQ
-63.0,-56.0,AQ
-70.0,-75.0,AQ
-66.0,101.0,AQ
-73.0,-100.0,AQ
-73.0,-78.0,AQ
-64.0,-62.0,AQ
-63.0,-60.0,AQ
-74.0,-132.0,AQ
-71.0,-75.0,AQ
-66.0,92.0,AQ
-66.0,-66.0,AQ
-66.0,97.0,AQ
-61.0,-55.0,AQ
-69.0,-73.0,AQ
-69.0,-62.0,AQ
-61.0,-46.0,AQ
-67.0,165.0,AQ
-73.0,-13.0,AQ
-65.0,-63.0,AQ
-62.0,-59.0,AQ
-63.0,-58.0,AQ
-80.0,-120.0,AQ
-62.0,-60.0,AQ
-66.0,111.0,AQ
-75.0,123.0,AQ
-69.0,78.0,AQ
-63.0,-57.0,AQ
-63.0,-61.0,AQ
-71.0,-8.0,AQ
-70.0,26.0,AQ
-69.0,76.0,AQ
-70.0,159.0,AQ
-71.0,12.0,AQ
-75.0,164.0,AQ
-68.0,63.0,AQ
-67.0,93.0,AQ
-71.0,44.0,AQ
-68.0,46.0,AQ
-61.0,-45.0,AQ
-72.0,23.0,AQ
-68.0,-68.0,AQ
-75.0,-137.0,AQ
-72.0,-3.0,AQ
-69.0,40.0,AQ
-75.0,-11.0,AQ
-78.0,107.0,AQ
-75.0,0.0,AQ
-78.0,162.0,AQ
-78.0,163.0,AQ
-66.0,-65.0,AQ
-67.0,51.0,AQ
-81.0,158.0,AQ
-67.0,99.0,AQ
-67.0,50.0,AQ
-71.0,36.0,AQ
-64.0,-59.0,AQ
-63.0,-59.0,AQ
-64.0,-61.0,AQ
-64.0,-63.0,AQ
-72.0,170.0,AQ
-80.0,-21.0,AQ
-66.0,-63.0,AQ
-80.0,-28.0,AQ
-80.0,-30.0,AQ
-68.0,41.0,AQ
-82.0,162.0,AQ
-77.0,171.0,AQ
-79.0,164.0,AQ
-78.0,161.0,AQ
-77.0,-153.0,AQ
-77.0,161.0,AQ
-85.0,180.0,AQ
-77.0,162.0,AQ
-77.0,163.0,AQ
-73.0,166.0,AQ
-81.0,159.0,AQ
-85.0,-170.0,AQ
-84.0,179.0,AQ
-81.0,162.0,AQ
-72.0,171.0,AQ
-80.0,159.0,AQ
-86.0,-177.0,AQ
-77.0,167.0,AQ
-78.0,169.0,AQ
-78.0,-153.0,AQ
-80.0,156.0,AQ
-80.0,160.0,AQ
-78.0,164.0,AQ
-78.0,165.0,AQ
-85.0,-177.0,AQ
-72.0,-2.0,AQ
-68.0,56.0,AQ
-72.0,51.0,AQ
-74.0,167.0,AQ
-70.0,39.0,AQ
-79.0,162.0,AQ
-80.0,158.0,AQ
-75.0,-135.0,AQ
-75.0,-65.0,AQ
-83.0,-48.0,AQ
-72.0,168.0,AQ
-83.0,-52.0,AQ
-81.0,160.0,AQ
-77.0,-145.0,AQ
-69.0,-67.0,AQ
-85.0,-176.0,AQ
-71.0,162.0,AQ
-64.0,-60.0,AQ
-67.0,89.0,AQ
-68.0,58.0,AQ
-85.0,-147.0,AQ
-81.0,-28.0,AQ
-79.0,-83.0,AQ
-81.0,-30.0,AQ
-84.0,172.0,AQ
-61.0,-44.0,AQ
-79.0,-86.0,AQ
-86.0,-150.0,AQ
-77.0,166.0,AQ
-72.0,163.0,AQ
-85.0,-168.0,AQ
-84.0,165.0,AQ
-80.0,-22.0,AQ
-68.0,49.0,AQ
-76.0,160.0,AQ
-67.0,56.0,AQ
-82.0,-89.0,AQ
-68.0,48.0,AQ
-85.0,-175.0,AQ
-77.0,169.0,AQ
-71.0,167.0,AQ
-71.0,160.0,AQ
-81.0,161.0,AQ
-80.0,-83.0,AQ
-71.0,-63.0,AQ
-79.0,-85.0,AQ
-67.0,53.0,AQ
-78.0,-155.0,AQ
-71.0,-67.0,AQ
-77.0,-143.0,AQ
-85.0,178.0,AQ
-68.0,50.0,AQ
-82.0,156.0,AQ
-74.0,-61.0,AQ
-84.0,-66.0,AQ
-70.0,-71.0,AQ
-74.0,-99.0,AQ
-74.0,-65.0,AQ
-81.0,-26.0,AQ
-68.0,51.0,AQ
-83.0,160.0,AQ
-82.0,160.0,AQ
-70.0,-69.0,AQ
-65.0,-62.0,AQ
-72.0,169.0,AQ
-78.0,-85.0,AQ
-83.0,157.0,AQ
-68.0,-66.0,AQ
-79.0,161.0,AQ
-69.0,-71.0,AQ
-83.0,162.0,AQ
-75.0,-136.0,AQ
-85.0,174.0,AQ
-72.0,-74.0,AQ
-79.0,160.0,AQ
-80.0,157.0,AQ
-70.0,76.0,AQ
-72.0,-73.0,AQ
-72.0,8.0,AQ
-67.0,61.0,AQ
-70.0,-68.0,AQ
-69.0,-69.0,AQ
-68.0,62.0,AQ
-67.0,140.0,AQ
-83.0,164.0,AQ
-70.0,-3.0,AQ
-67.0,59.0,AQ
-72.0,-10.0,AQ
-67.0,144.0,AQ
-71.0,163.0,AQ
-67.0,-64.0,AQ
-74.0,-76.0,AQ
-68.0,67.0,AQ
-76.0,162.0,AQ
-71.0,-62.0,AQ
-74.0,-15.0,AQ
-66.0,54.0,AQ
-85.0,-114.0,AQ
-71.0,66.0,AQ
-71.0,15.0,AQ
-73.0,68.0,AQ
-69.0,-68.0,AQ
-70.0,-2.0,AQ
-71.0,-61.0,AQ
-67.0,-65.0,AQ
-72.0,-63.0,AQ
-71.0,-73.0,AQ
-77.0,-146.0,AQ
-63.0,-62.0,AQ
-72.0,-100.0,AQ
-73.0,162.0,AQ
-77.0,159.0,AQ
-73.0,64.0,AQ
-84.0,175.0,AQ
-72.0,68.0,AQ
-68.0,42.0,AQ
-71.0,67.0,AQ
-86.0,-130.0,AQ
-78.0,160.0,AQ
-70.0,38.0,AQ
-73.0,31.0,AQ
-71.0,68.0,AQ
-72.0,36.0,AQ
-73.0,-4.0,AQ
-72.0,13.0,AQ
-70.0,65.0,AQ
-68.0,45.0,AQ
-75.0,-63.0,AQ
-75.0,163.0,AQ
-72.0,35.0,AQ
-75.0,-62.0,AQ
-67.0,-67.0,AQ
-68.0,44.0,AQ
-73.0,169.0,AQ
-72.0,72.0,AQ
-73.0,168.0,AQ
-84.0,163.0,AQ
-71.0,168.0,AQ
-67.0,52.0,AQ
-74.0,163.0,AQ
-74.0,-62.0,AQ
-72.0,-68.0,AQ
-85.0,-66.0,AQ
-83.0,163.0,AQ
-73.0,164.0,AQ
-76.0,-129.0,AQ
-82.0,161.0,AQ
-84.0,-55.0,AQ
-72.0,16.0,AQ
-72.0,164.0,AQ
-68.0,81.0,AQ
-75.0,-72.0,AQ
-83.0,-56.0,AQ
-71.0,166.0,AQ
-72.0,26.0,AQ
-71.0,169.0,AQ
-67.0,63.0,AQ
-86.0,-154.0,AQ
-84.0,-53.0,AQ
-72.0,9.0,AQ
-83.0,-58.0,AQ
-71.0,170.0,AQ
-83.0,-53.0,AQ
-73.0,-2.0,AQ
-75.0,162.0,AQ
-75.0,-73.0,AQ
-70.0,5.0,AQ
-72.0,12.0,AQ
-68.0,55.0,AQ
-73.0,-62.0,AQ
-71.0,71.0,AQ
-72.0,166.0,AQ
-74.0,162.0,AQ
-66.0,-67.0,AQ
-76.0,-146.0,AQ
-67.0,55.0,AQ
-67.0,141.0,AQ
-74.0,66.0,AQ
-67.0,47.0,AQ
-69.0,-70.0,AQ
-75.0,-139.0,AQ
-76.0,-115.0,AQ
-85.0,-146.0,AQ
-74.0,-100.0,AQ
-73.0,63.0,AQ
-83.0,169.0,AQ
-70.0,74.0,AQ
-81.0,-24.0,AQ
-71.0,13.0,AQ
-81.0,-23.0,AQ
-84.0,-63.0,AQ
-66.0,84.0,AQ
-67.0,116.0,AQ
-72.0,6.0,AQ
-72.0,0.0,AQ
-68.0,65.0,AQ
-86.0,-158.0,AQ
-78.0,-156.0,AQ
-82.0,163.0,AQ
-85.0,166.0,AQ
-73.0,161.0,AQ
-68.0,148.0,AQ
-73.0,61.0,AQ
-72.0,25.0,AQ
-72.0,24.0,AQ
-69.0,41.0,AQ
-69.0,39.0,AQ
-73.0,66.0,AQ
-65.0,-61.0,AQ
-82.0,-22.0,AQ
-85.0,-121.0,AQ
-68.0,-69.0,AQ
-81.0,-19.0,AQ
-87.0,-162.0,AQ
-73.0,165.0,AQ
-77.0,-147.0,AQ
-85.0,-87.0,AQ
-86.0,-146.0,AQ
-71.0,-69.0,AQ
-67.0,142.0,AQ
-66.0,99.0,AQ
-71.0,25.0,AQ
-71.0,26.0,AQ
-71.0,-68.0,AQ
-69.0,-66.0,AQ
-78.0,-36.0,AQ
-72.0,1.0,AQ
-63.0,-55.0,AQ
-70.0,160.0,AQ
-67.0,126.0,AQ
-70.0,-72.0,AQ
-75.0,-12.0,AQ
-71.0,-12.0,AQ
-86.0,-164.0,AQ
-76.0,168.0,AQ
-69.0,-65.0,AQ
-72.0,-98.0,AQ
-76.0,-70.0,AQ
-69.0,155.0,AQ
-71.0,-3.0,AQ
-74.0,-120.0,AQ
-66.0,-64.0,AQ
-74.0,-117.0,AQ
-65.0,-66.0,AQ
-72.0,2.0,AQ
-67.0,163.0,AQ
-73.0,0.0,AQ
-73.0,-3.0,AQ
-67.0,108.0,AQ
-62.0,-56.0,AQ
-85.0,-157.0,AQ
-85.0,-65.0,AQ
-76.0,-143.0,AQ
-70.0,64.0,AQ
-84.0,-179.0,AQ
-74.0,-77.0,AQ
-86.0,-136.0,AQ
-70.0,67.0,AQ
-70.0,66.0,AQ
-71.0,165.0,AQ
-74.0,166.0,AQ
-70.0,158.0,AQ
-76.0,163.0,AQ
-71.0,65.0,AQ
-72.0,-71.0,AQ
-71.0,14.0,AQ
-72.0,27.0,AQ
-71.0,72.0,AQ
-67.0,100.0,AQ
-74.0,-110.0,AQ
-69.0,154.0,AQ
-87.0,-145.0,AQ
-65.0,-60.0,AQ
-84.0,170.0,AQ
-72.0,11.0,AQ
-70.0,40.0,AQ
-77.0,160.0,AQ
-85.0,175.0,AQ
-74.0,65.0,AQ
-72.0,-61.0,AQ
-76.0,-112.0,AQ
-66.0,53.0,AQ
-72.0,160.0,AQ
-72.0,-69.0,AQ
-78.0,-86.0,AQ
-66.0,100.0,AQ
-72.0,14.0,AQ
-78.0,-158.0,AQ
-74.0,-72.0,AQ
-73.0,-14.0,AQ
-82.0,-88.0,AQ
-80.0,-81.0,AQ
-86.0,-127.0,AQ
-66.0,-61.0,AQ
-74.0,63.0,AQ
-68.0,-63.0,AQ
-85.0,-174.0,AQ
-86.0,-161.0,AQ
-73.0,167.0,AQ
-82.0,-29.0,AQ
-68.0,152.0,AQ
-72.0,-62.0,AQ
-72.0,7.0,AQ
-83.0,158.0,AQ
-72.0,162.0,AQ
-70.0,13.0,AQ
-84.0,-177.0,AQ
-67.0,-66.0,AQ
-68.0,149.0,AQ
-79.0,-84.0,AQ
-74.0,-67.0,AQ
-70.0,-67.0,AQ
-74.0,-6.0,AQ
-72.0,15.0,AQ
-83.0,170.0,AQ
-78.0,-150.0,AQ
-67.0,-51.0,AQ
-66.0,-62.0,AQ
-75.0,165.0,AQ
-85.0,171.0,AQ
-71.0,11.0,AQ
-67.0,90.0,AQ
-73.0,75.0,AQ
-70.0,12.0,AQ
-83.0,161.0,AQ
-82.0,-28.0,AQ
-70.0,6.0,AQ
-68.0,43.0,AQ
-73.0,69.0,AQ
-86.0,-143.0,AQ
-72.0,67.0,AQ
-85.0,172.0,AQ
-86.0,-151.0,AQ
-76.0,158.0,AQ
-69.0,156.0,AQ
-72.0,4.0,AQ
-80.0,-85.0,AQ
-74.0,-63.0,AQ
-86.0,-159.0,AQ
-72.0,18.0,AQ
-67.0,58.0,AQ
-74.0,-73.0,AQ
-69.0,-64.0,AQ
-84.0,-88.0,AQ
-70.0,-66.0,AQ
-84.0,167.0,AQ
-76.0,-145.0,AQ
-87.0,-148.0,AQ
-84.0,162.0,AQ
-87.0,-150.0,AQ
-83.0,159.0,AQ
-72.0,-70.0,AQ
-85.0,-179.0,AQ
-72.0,-65.0,AQ
-73.0,-127.0,AQ
-69.0,-35.0,AQ
-74.0,165.0,AQ
-82.0,-42.0,AQ
-76.0,159.0,AQ
-74.0,62.0,AQ
-73.0,-61.0,AQ
-74.0,-111.0,AQ
-72.0,-97.0,AQ
-72.0,69.0,AQ
-77.0,-126.0,AQ
-80.0,-82.0,AQ
-76.0,-140.0,AQ
-76.0,-141.0,AQ
-71.0,-4.0,AQ
-86.0,-135.0,AQ
-67.0,57.0,AQ
-84.0,-56.0,AQ
-73.0,67.0,AQ
-64.0,-64.0,AQ
-86.0,-156.0,AQ
-75.0,-134.0,AQ
-85.0,-64.0,AQ
-67.0,124.0,AQ
-64.0,-56.0,AQ
-82.0,-51.0,AQ
-70.0,161.0,AQ
-72.0,-102.0,AQ
-76.0,124.0,AQ
-62.0,-63.0,AQ
-68.0,61.0,AQ
-72.0,167.0,AQ
-86.0,-69.0,AQ
-73.0,-93.0,AQ
-86.0,-155.0,AQ
-85.0,-165.0,AQ
-71.0,164.0,AQ
-84.0,160.0,AQ
-74.0,-94.0,AQ
-67.0,88.0,AQ
-67.0,143.0,AQ
-68.0,146.0,AQ
-84.0,-58.0,AQ
-66.0,139.0,AQ
-66.0,105.0,AQ
-84.0,177.0,AQ
-82.0,-41.0,AQ
-85.0,-124.0,AQ
-77.0,-144.0,AQ
-86.0,-163.0,AQ
-66.0,133.0,AQ
-70.0,7.0,AQ
-71.0,-66.0,AQ
-72.0,-75.0,AQ
-69.0,54.0,AQ
-84.0,-57.0,AQ
-73.0,-1.0,AQ
-74.0,-4.0,AQ
-70.0,-63.0,AQ
-85.0,-120.0,AQ
-72.0,-101.0,AQ
-76.0,-68.0,AQ
-85.0,164.0,AQ
-75.0,-81.0,AQ
-74.0,-133.0,AQ
-69.0,-33.0,AQ
-76.0,129.0,AQ
-72.0,10.0,AQ
-65.0,-65.0,AQ
-72.0,161.0,AQ
-73.0,-90.0,AQ
-74.0,-114.0,AQ
-85.0,-63.0,AQ
-73.0,170.0,AQ
-83.0,-51.0,AQ
-86.0,-138.0,AQ
-69.0,72.0,AQ
-67.0,-55.0,AQ
-84.0,-59.0,AQ
-64.0,-54.0,AQ
-74.0,164.0,AQ
-75.0,-102.0,AQ
-67.0,125.0,AQ
-75.0,-101.0,AQ
-85.0,-164.0,AQ
-73.0,163.0,AQ
-70.0,-64.0,AQ
-80.0,-84.0,AQ
-72.0,-66.0,AQ
-81.0,-85.0,AQ
-81.0,-25.0,AQ
-69.0,-90.0,AQ
-80.0,-29.0,AQ
-73.0,62.0,AQ
-85.0,167.0,AQ
-69.0,69.0,AQ
-69.0,70.0,AQ
-66.0,113.0,AQ
-81.0,-29.0,AQ
-78.0,-83.0,AQ
-70.0,75.0,AQ
-74.0,170.0,AQ
-70.0,25.0,AQ
-60.0,-100.0,AQ
-85.0,-173.0,AQ
-85.0,179.0,AQ
-68.0,147.0,AQ
-80.0,155.0,AQ
-86.0,-126.0,AQ
-84.0,168.0,AQ
-73.0,-94.0,AQ
-75.0,-112.0,AQ
-67.0,128.0,AQ
-69.0,152.0,AQ
-67.0,129.0,AQ
-74.0,67.0,AQ
-70.0,134.0,AQ
-78.0,159.0,AQ
-84.0,166.0,AQ
-70.0,162.0,AQ
-66.0,90.0,AQ
-85.0,-68.0,AQ
-75.0,-66.0,AQ
-75.0,-69.0,AQ
-87.0,-154.0,AQ
-85.0,-88.0,AQ
-76.0,-135.0,AQ
-73.0,-125.0,AQ
-85.0,177.0,AQ
-67.0,94.0,AQ
-84.0,164.0,AQ
-75.0,-64.0,AQ
-70.0,72.0,AQ
-87.0,-165.0,AQ
-70.0,0.0,AQ
-86.0,-142.0,AQ
-69.0,77.0,AQ
-72.0,28.0,AQ
-86.0,-140.0,AQ
-72.0,31.0,AQ
-70.0,36.0,AQ
-75.0,-111.0,AQ
-68.0,80.0,AQ
-72.0,-8.0,AQ
-70.0,27.0,AQ
-76.0,-124.0,AQ
-69.0,-59.0,AQ
-70.0,4.0,AQ
-84.0,173.0,AQ
-67.0,73.0,AQ
-77.0,-149.0,AQ
-83.0,-43.0,AQ
-86.0,-160.0,AQ
-68.0,59.0,AQ
-68.0,-65.0,AQ
-71.0,-11.0,AQ
-81.0,157.0,AQ
-72.0,-4.0,AQ
-71.0,64.0,AQ
-86.0,-133.0,AQ
-85.0,-116.0,AQ
-85.0,168.0,AQ
-68.0,96.0,AQ
-84.0,174.0,AQ
-85.0,-178.0,AQ
-83.0,155.0,AQ
-80.0,-62.0,AQ
-76.0,-72.0,AQ
-86.0,-38.0,AQ
-85.0,-127.0,AQ
-74.0,-10.0,AQ
-85.0,-136.0,AQ
-71.0,-74.0,AQ
-83.0,-104.0,AQ
-81.0,-27.0,AQ
-80.0,-26.0,AQ
-83.0,-54.0,AQ
-84.0,178.0,AQ
-70.0,9.0,AQ
-85.0,170.0,AQ
-70.0,-62.0,AQ
-74.0,-64.0,AQ
-75.0,-10.0,AQ
-86.0,-137.0,AQ
-61.0,-54.0,AQ
-67.0,138.0,AQ
-72.0,165.0,AQ
-87.0,-155.0,AQ
-86.0,-165.0,AQ
-86.0,175.0,AQ
-83.0,165.0,AQ
-85.0,-171.0,AQ
-79.0,-24.0,AQ
-73.0,-126.0,AQ
-80.0,-105.0,AQ
-76.0,-144.0,AQ
-77.0,-148.0,AQ
-78.0,170.0,AQ
-85.0,-92.0,AQ
-86.0,-134.0,AQ
-77.0,-118.0,AQ
-69.0,-63.0,AQ
-83.0,166.0,AQ
